,Open Price,High Price,Low Price,Last Price,Intra day range ,overnight,Volume,Volatility 30 Day,Price Change 1 Day Percent
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,Intra day range ,overnight,PX_VOLUME,VOLATILITY_30D,CHG_PCT_1D
10/28/1986,238.81,240.58,238.77,239.26,0.007580517,-0.001880799,#N/A N/A,9.65,0.17
10/29/1986,239.23,241,238.98,240.94,0.00845259,-0.007097203,#N/A N/A,9.66,0.52
10/30/1986,240.97,244.08,240.94,243.71,0.01303229,-0.011242871,#N/A N/A,9.79,0.62
10/31/1986,243.7,244.51,242.95,243.98,0.006421074,-0.001147635,#N/A N/A,8.8,-0.33
11/3/1986,243.97,245.8,243.93,245.8,0.007666134,-0.007445077,#N/A N/A,8.88,-0.45
11/4/1986,245.8,246.43,244.42,246.2,0.00822355,-0.001624695,#N/A N/A,9.83,-1.41
11/5/1986,246.09,247.05,245.21,246.58,0.007503772,-0.001987185,#N/A N/A,9.81,-0.13
11/6/1986,246.54,246.9,244.3,245.87,0.010642652,0.002725017,#N/A N/A,9.85,0.68
11/7/1986,245.85,246.13,244.92,245.77,0.004940389,0.000325508,#N/A N/A,9.82,-0.33
11/10/1986,245.75,246.22,244.68,246.13,0.006293935,-0.0015439,#N/A N/A,9.8,-0.37
11/11/1986,246.15,247.1,246.12,247.08,0.003981797,-0.003763963,#N/A N/A,9.79,-0.18
11/12/1986,247.06,247.67,245.68,246.64,0.008099967,0.001702887,#N/A N/A,9.78,0.06
11/13/1986,246.63,246.66,242.98,243.02,0.015145279,0.014854744,#N/A N/A,9.58,-0.08
11/14/1986,243.01,244.51,241.96,244.5,0.010538932,-0.00609407,#N/A N/A,9.69,-0.62
11/17/1986,244.5,244.8,242.29,243.21,0.010359487,0.005304058,#N/A N/A,9.66,0.15
11/18/1986,243.2,243.23,236.65,236.78,0.027804775,0.027113777,#N/A N/A,9.84,0.91
11/19/1986,236.77,237.94,235.51,237.66,0.010318033,-0.003744846,#N/A N/A,9.97,0.57
11/20/1986,237.66,242.05,237.66,242.05,0.018471766,-0.018136749,#N/A N/A,10.29,-0.95
11/21/1986,242.03,246.38,241.97,245.86,0.0182254,-0.015577971,#N/A N/A,10.27,-0.1
11/24/1986,245.86,248,245.21,247.45,0.011378003,-0.006425541,#N/A N/A,9.67,0.07
11/25/1986,247.44,248.18,246.3,248.17,0.007632968,-0.002941532,#N/A N/A,9.64,0.42
11/26/1986,248.14,248.9,247.73,248.77,0.004722884,-0.00253246,#N/A N/A,9.63,0.39
11/28/1986,248.82,249.22,248.07,249.22,0.004635788,-0.001605008,#N/A N/A,9.52,0.05
12/1/1986,249.22,249.22,245.72,249.05,0.014243855,0.000682594,#N/A N/A,9.48,-0.16
12/2/1986,249.06,254,249.05,254,0.019875527,-0.019448819,#N/A N/A,9.17,-0.38
12/3/1986,254,254.87,253.24,253.85,0.006436582,0.0005909,#N/A N/A,9.1,-0.29
12/4/1986,253.85,254.42,252.88,253.04,0.006089845,0.003201075,#N/A N/A,9.05,-0.05
12/5/1986,253.05,253.89,250.71,251.17,0.012683978,0.00748497,#N/A N/A,9.2,0.52
12/8/1986,251.16,252.36,248.82,251.16,0.014227152,0,#N/A N/A,8.12,0.01
12/9/1986,251.16,251.27,249.25,249.28,0.008104313,0.00754172,#N/A N/A,8.36,-0.72
12/10/1986,249.28,251.53,248.94,250.96,0.010404113,-0.006694294,#N/A N/A,8.63,-1
12/11/1986,250.97,250.98,247.15,248.17,0.015496662,0.011282589,#N/A N/A,8.51,-0.72
12/12/1986,248.17,248.31,247.02,247.35,0.005222249,0.00331514,#N/A N/A,8.53,-0.42
12/15/1986,247.31,248.23,244.92,248.21,0.013514617,-0.003625962,#N/A N/A,8.49,-0.02
12/16/1986,248.21,250.04,247.4,250.04,0.010670978,-0.007318829,#N/A N/A,7.83,-0.83
12/17/1986,250.01,250.04,247.19,247.56,0.011529593,0.009896591,#N/A N/A,7.89,0.19
12/18/1986,247.56,247.81,246.46,246.78,0.005477562,0.00316071,#N/A N/A,8.14,0.92
12/19/1986,246.79,249.96,245.89,249.73,0.016552117,-0.011772715,#N/A N/A,8.34,-0.73
12/22/1986,249.73,249.73,247.45,248.75,0.009213983,0.003939698,#N/A N/A,9.21,1.24
12/23/1986,248.75,248.75,245.85,246.34,0.01179581,0.009783226,#N/A N/A,9.56,-0.91
12/24/1986,246.34,247.22,246.02,246.75,0.004877652,-0.001661601,#N/A N/A,9.99,-1.07
12/26/1986,246.75,247.09,246.73,246.92,0.001459085,-0.000688482,#N/A N/A,10.09,0.35
12/29/1986,246.9,246.92,244.31,244.67,0.010683148,0.009114317,#N/A N/A,9.97,0.01
12/30/1986,244.66,244.67,243.04,243.37,0.006706715,0.005300571,#N/A N/A,10.07,0.43
12/31/1986,243.37,244.03,241.28,242.17,0.011397546,0.004955197,#N/A N/A,10.92,1.64
1/2/1987,242.17,246.45,242.17,246.45,0.017673535,-0.017366606,#N/A N/A,10.84,-0.55
1/5/1987,246.45,252.57,246.45,252.19,0.024832623,-0.022760617,#N/A N/A,10.53,0.16
1/6/1987,252.2,253.99,252.14,252.78,0.007337194,-0.002294485,#N/A N/A,10.66,-0.62
1/7/1987,252.78,255.72,252.65,255.33,0.012151197,-0.009987076,#N/A N/A,10.83,-0.74
1/8/1987,255.36,257.29,254.97,257.29,0.00909911,-0.007501263,#N/A N/A,10.72,0
1/9/1987,257.26,259.2,256.11,258.73,0.012065128,-0.005681599,#N/A N/A,10.7,0.36
1/12/1987,258.72,261.36,257.92,260.3,0.013337469,-0.006069919,#N/A N/A,10.72,0.14
1/13/1987,260.3,260.45,259.21,259.95,0.004783766,0.001346413,#N/A N/A,11.08,0.82
1/14/1987,259.95,262.72,259.62,262.64,0.011940528,-0.010242157,#N/A N/A,11.6,1.13
1/15/1987,262.65,266.68,262.64,265.49,0.015382272,-0.010697201,#N/A N/A,11.58,-0.16
1/16/1987,265.46,267.24,264.31,266.28,0.011085468,-0.003079465,#N/A N/A,11.99,1.02
1/19/1987,266.26,269.34,264,269.34,0.020227273,-0.011435361,#N/A N/A,11.9,-0.17
1/20/1987,269.34,271.03,267.65,269.04,0.012628433,0.001115076,#N/A N/A,11.94,-0.33
1/21/1987,269.04,270.87,267.35,267.84,0.013166261,0.004480287,#N/A N/A,11.74,-0.04
1/22/1987,267.84,274.05,267.32,273.91,0.025175819,-0.022160564,#N/A N/A,11.44,0.58
1/23/1987,273.91,280.96,268.41,270.1,0.046756827,0.014105887,#N/A N/A,11.26,0.56
1/26/1987,270.1,270.4,267.73,269.61,0.009972734,0.00181744,#N/A N/A,11.22,-0.31
1/27/1987,269.61,274.31,269.61,273.75,0.017432588,-0.015123288,#N/A N/A,11.37,-0.52
1/28/1987,273.75,275.71,273.03,275.4,0.009815771,-0.005991285,#N/A N/A,11.01,0.13
1/29/1987,275.4,276.85,272.54,274.24,0.015814192,0.004229872,#N/A N/A,11.18,0.78
1/30/1987,274.24,274.24,271.38,274.08,0.010538728,0.000583771,#N/A N/A,10.96,0.44
2/2/1987,274.08,277.35,273.16,276.45,0.015338995,-0.008572979,#N/A N/A,10.67,-0.13
2/3/1987,276.45,277.83,275.84,275.99,0.007214327,0.001666727,#N/A N/A,10.4,0.9
2/4/1987,275.99,279.65,275.35,279.64,0.015616488,-0.013052496,#N/A N/A,9.92,-0.15
2/5/1987,279.64,282.26,278.66,281.16,0.012918969,-0.005406174,#N/A N/A,9.22,0.59
2/6/1987,281.16,281.79,279.87,280.04,0.006860328,0.003999429,#N/A N/A,9.21,0.2
2/9/1987,280.04,280.04,277.24,278.16,0.010099553,0.0067587,#N/A N/A,9.23,-0.07
2/10/1987,278.16,278.16,273.49,275.07,0.017075579,0.011233504,#N/A N/A,9.27,0.57
2/11/1987,275.07,277.71,274.71,277.54,0.010920607,-0.008899618,#N/A N/A,9.56,1.84
2/12/1987,277.54,278.04,273.89,275.62,0.015152068,0.006966113,#N/A N/A,9.27,0.41
2/13/1987,275.62,280.91,275.01,279.7,0.021453765,-0.014587058,#N/A N/A,9.53,-0.49
2/17/1987,279.7,285.49,279.7,285.49,0.020700751,-0.020280921,#N/A N/A,9.42,0.99
2/18/1987,285.49,287.55,282.97,285.42,0.016185461,0.000245253,#N/A N/A,9.18,-0.48
2/19/1987,285.42,286.24,283.84,285.57,0.008455468,-0.000525265,#N/A N/A,9.14,0.3
2/20/1987,285.57,285.98,284.31,285.48,0.00587387,0.000315259,#N/A N/A,9.19,-0.02
2/23/1987,285.48,285.5,279.37,282.38,0.021942227,0.010978115,#N/A N/A,9.18,0.16
2/24/1987,282.38,283.33,281.45,282.88,0.006679694,-0.001767534,#N/A N/A,9.46,1.22
2/25/1987,282.88,285.35,282.14,284,0.01137733,-0.003943662,#N/A N/A,9.14,0.05
2/26/1987,284,284.4,280.73,282.96,0.01307306,0.003675431,#N/A N/A,9.41,-0.58
2/27/1987,282.96,284.55,282.77,284.2,0.006294869,-0.004363125,#N/A N/A,9.11,0.16
3/2/1987,284.17,284.83,282.3,283,0.008962097,0.004134276,#N/A N/A,9.26,0.93
3/3/1987,283,284.19,282.92,284.12,0.004488901,-0.003941996,#N/A N/A,9.18,-0.18
3/4/1987,284.12,288.62,284.12,288.62,0.015838378,-0.015591435,#N/A N/A,9.73,-0.85
3/5/1987,288.62,291.24,288.6,290.52,0.009147609,-0.006539997,#N/A N/A,9.68,0.2
3/6/1987,290.52,290.67,288.77,290.66,0.006579631,-0.000481662,#N/A N/A,10.56,1.68
3/9/1987,290.66,290.66,287.12,288.3,0.01232934,0.008185917,#N/A N/A,10.49,-0.17
3/10/1987,288.3,290.88,287.89,290.86,0.010385911,-0.008801485,#N/A N/A,10.44,-0.44
3/11/1987,290.87,292.51,289.33,290.31,0.01099091,0.001928972,#N/A N/A,10.48,0.62
3/12/1987,290.33,291.91,289.66,291.22,0.007767728,-0.003056109,#N/A N/A,10.39,0.07
3/13/1987,291.22,291.79,289.88,289.89,0.006588933,0.004587947,#N/A N/A,10.57,0.94
3/16/1987,289.88,289.89,286.64,288.23,0.011338264,0.005724595,#N/A N/A,10.49,0.2
3/17/1987,288.09,292.47,287.96,292.47,0.015661897,-0.014975895,#N/A N/A,11,1.55
3/18/1987,292.49,294.58,290.87,292.78,0.012754839,-0.000990505,#N/A N/A,11.08,0.99
3/19/1987,292.73,294.46,292.26,294.08,0.007527544,-0.004590588,#N/A N/A,11.45,-0.65
3/20/1987,294.08,298.17,294.08,298.17,0.01390778,-0.013717007,#N/A N/A,11.65,-0.4
3/23/1987,298.16,301.17,297.5,301.16,0.012336134,-0.009961482,#N/A N/A,11.61,0.1
3/24/1987,301.17,301.92,300.14,301.64,0.005930566,-0.001558149,#N/A N/A,11.59,0.44
3/25/1987,301.52,301.85,299.36,300.38,0.008317745,0.003795193,#N/A N/A,11.34,-1.12
3/26/1987,300.39,302.72,300.38,300.93,0.007790132,-0.001794437,#N/A N/A,11.62,-0.69
3/27/1987,300.96,301.41,296.06,296.13,0.018070661,0.016310404,#N/A N/A,11.45,0
3/30/1987,296.1,296.13,286.69,289.2,0.032927552,0.023858921,#N/A N/A,11.59,1.19
3/31/1987,289.21,291.87,289.07,291.7,0.009686235,-0.008536167,#N/A N/A,11.45,0.51
4/1/1987,291.59,292.39,288.34,292.39,0.014045918,-0.002736072,#N/A N/A,11.45,0.28
4/2/1987,292.41,294.47,292.02,293.63,0.008389836,-0.004154889,#N/A N/A,11.83,-0.8
4/3/1987,293.64,301.3,292.3,300.41,0.030790284,-0.022535868,#N/A N/A,11.9,0.62
4/6/1987,300.46,302.21,300.41,301.95,0.005991811,-0.004934592,#N/A N/A,11.51,-0.11
4/7/1987,301.94,303.65,296.67,296.69,0.023527826,0.017695237,#N/A N/A,12.17,1.5
4/8/1987,296.72,299.2,295.18,297.26,0.013618809,-0.001816592,#N/A N/A,14.92,-2.73
4/9/1987,297.25,297.71,291.5,292.86,0.021303602,0.014990098,#N/A N/A,15.24,-0.89
4/10/1987,292.82,293.74,290.94,292.49,0.009623977,0.001128244,#N/A N/A,15.02,-0.07
4/13/1987,292.48,293.36,285.62,285.62,0.027098943,0.024017926,#N/A N/A,15.03,0.37
4/14/1987,285.61,285.62,275.67,279.16,0.03609388,0.023105029,#N/A N/A,14.76,-0.04
4/15/1987,279.17,285.14,279.16,284.44,0.021421407,-0.018527633,#N/A N/A,14.89,0.78
4/16/1987,284.45,289.57,284.44,286.91,0.018035438,-0.008574117,#N/A N/A,14.15,0.44
4/20/1987,286.91,288.36,284.55,286.09,0.013389562,0.002866231,#N/A N/A,14.19,-0.35
4/21/1987,285.88,293.07,282.89,293.07,0.035985719,-0.024533388,#N/A N/A,14.19,-0.43
4/22/1987,293.05,293.46,286.98,287.19,0.022579971,0.02040461,#N/A N/A,14.35,-0.84
4/23/1987,287.19,289.12,284.28,286.82,0.017025468,0.001290008,#N/A N/A,14.75,-1.12
4/24/1987,286.81,286.82,281.18,281.52,0.020058326,0.01879085,#N/A N/A,14.51,0.37
4/27/1987,281.52,284.45,276.22,281.83,0.029795091,-0.001099954,#N/A N/A,14.86,1.07
4/28/1987,281.83,285.95,281.83,282.51,0.014618742,-0.002406994,#N/A N/A,14.16,0.47
4/29/1987,282.58,286.42,282.51,284.57,0.013840218,-0.006993007,#N/A N/A,14.28,1.17
4/30/1987,284.58,290.08,284.57,288.36,0.019362547,-0.013108614,#N/A N/A,14.17,0.23
5/1/1987,286.99,289.71,286.52,288.03,0.011133603,-0.003610735,#N/A N/A,14.19,-0.46
5/4/1987,288.02,289.99,286.39,289.36,0.012570271,-0.00463091,#N/A N/A,14.62,1.17
5/5/1987,289.36,295.4,289.34,295.34,0.020944218,-0.02024785,#N/A N/A,14.87,1.03
5/6/1987,295.35,296.19,293.6,295.47,0.008821526,-0.000406133,#N/A N/A,14.54,-0.55
5/7/1987,295.45,296.8,294.07,294.71,0.009283504,0.002510943,#N/A N/A,14.35,0.08
5/8/1987,294.73,296.18,291.73,293.37,0.015253831,0.004635784,#N/A N/A,14.36,0.24
5/11/1987,293.37,298.69,291.55,291.57,0.024489796,0.006173475,#N/A N/A,14.02,0.51
5/12/1987,291.57,293.3,290.18,293.3,0.010751947,-0.005898398,#N/A N/A,14.12,0.78
5/13/1987,293.31,294.54,290.74,293.98,0.013070097,-0.002279067,#N/A N/A,14.13,-0.15
5/14/1987,293.98,295.1,292.95,294.24,0.007339136,-0.000883632,#N/A N/A,13.87,0.02
5/15/1987,294.23,294.24,287.11,287.43,0.024833687,0.023657934,#N/A N/A,13.88,0.66
5/18/1987,287.43,287.43,282.57,286.65,0.017199278,0.002721088,#N/A N/A,14.17,1.09
5/19/1987,286.66,287.39,278.83,279.62,0.03069971,0.025177026,#N/A N/A,13.95,1.22
5/20/1987,279.62,280.89,277.01,278.21,0.014006715,0.005068114,#N/A N/A,11.52,-1.21
5/21/1987,278.23,282.31,278.21,280.17,0.014737069,-0.006924367,#N/A N/A,11.33,1.12
5/22/1987,280.17,283.33,280.17,282.16,0.011278866,-0.007052736,#N/A N/A,11.54,1.08
5/26/1987,282.16,289.11,282.16,289.11,0.024631415,-0.024039293,#N/A N/A,11.6,-0.12
5/27/1987,289.07,290.78,288.19,288.73,0.008987127,0.001177571,#N/A N/A,11.67,-0.25
5/28/1987,288.73,291.5,286.33,290.76,0.018056089,-0.006981703,#N/A N/A,11.57,0.11
5/29/1987,290.77,292.87,289.7,290.1,0.010942354,0.002309548,#N/A N/A,11.92,1.22
6/1/1987,290.12,291.96,289.23,289.83,0.009438855,0.001000587,#N/A N/A,11.77,0.07
6/2/1987,289.82,290.94,286.93,288.46,0.013975534,0.004714692,#N/A N/A,11.93,-0.66
6/3/1987,288.56,293.47,288.46,293.47,0.017368093,-0.016730841,#N/A N/A,11.64,-0.46
6/4/1987,293.46,295.1,292.76,295.09,0.007992895,-0.005523739,#N/A N/A,10.83,-0.02
6/5/1987,295.11,295.11,292.8,293.45,0.007889344,0.005656841,#N/A N/A,10.83,0.35
6/8/1987,293.46,297.03,291.55,296.72,0.01879609,-0.010986789,#N/A N/A,10.6,0.2
6/9/1987,296.72,297.59,295.9,297.28,0.005711389,-0.001883746,#N/A N/A,10.6,0.45
6/10/1987,297.28,300.81,295.66,297.47,0.017418657,-0.00063872,#N/A N/A,11.81,2.26
6/11/1987,297.5,298.94,297.47,298.73,0.004941675,-0.00411743,#N/A N/A,11.81,0.37
6/12/1987,298.77,302.26,298.73,301.62,0.011816691,-0.009448976,#N/A N/A,11.55,0.28
6/15/1987,301.62,304.11,301.62,303.14,0.008255421,-0.005014185,#N/A N/A,11.74,1.44
6/16/1987,303.12,304.86,302.6,304.76,0.007468605,-0.005381284,#N/A N/A,12.08,-0.79
6/17/1987,304.77,305.74,304.03,304.81,0.005624445,-0.000131229,#N/A N/A,11.78,0.47
6/18/1987,304.78,306.13,303.88,305.69,0.007404239,-0.002976872,#N/A N/A,11.82,-0.08
6/19/1987,305.71,306.97,305.55,306.97,0.004647357,-0.004104636,#N/A N/A,11.82,0.4
6/22/1987,306.98,310.2,306.97,309.65,0.010522201,-0.008622638,#N/A N/A,12.87,-1.35
6/23/1987,309.66,310.27,307.48,308.43,0.009073761,0.003987939,#N/A N/A,12.9,0.85
6/24/1987,308.44,308.91,306.32,306.86,0.00845521,0.005148928,#N/A N/A,12.94,-0.26
6/25/1987,306.87,309.44,306.86,308.96,0.008407743,-0.00676463,#N/A N/A,13.13,1.1
6/26/1987,308.94,308.96,306.36,307.16,0.008486748,0.005795025,#N/A N/A,13.14,0.7
6/29/1987,307.15,308.15,306.75,307.9,0.004563977,-0.002435856,#N/A N/A,12.97,-0.03
6/30/1987,307.89,308,303.01,304,0.016468103,0.012796053,#N/A N/A,13.79,-1.57
7/1/1987,303.99,304,302.53,302.94,0.004859022,0.003466033,#N/A N/A,13.08,0.24
7/2/1987,302.96,306.34,302.94,305.63,0.011223345,-0.008736053,#N/A N/A,13.66,-1.37
7/6/1987,305.64,306.75,304.23,304.92,0.008283207,0.002361275,#N/A N/A,14.37,-1.63
7/7/1987,304.91,308.63,304.73,307.4,0.012798215,-0.008100195,#N/A N/A,14.36,-0.03
7/8/1987,307.41,308.48,306.01,308.29,0.008071632,-0.002854455,#N/A N/A,15.57,2.14
7/9/1987,308.3,309.56,307.42,307.52,0.006961161,0.00253642,#N/A N/A,15.57,0.1
7/10/1987,307.55,308.4,306.96,308.37,0.004691165,-0.002659143,#N/A N/A,15.53,1.15
7/13/1987,308.41,308.41,305.49,307.63,0.009558414,0.002535513,#N/A N/A,15.57,-0.2
7/14/1987,307.67,310.69,307.46,310.68,0.010505432,-0.009688425,#N/A N/A,15.41,0.56
7/15/1987,310.67,312.08,309.07,310.42,0.009738894,0.00080536,#N/A N/A,15.28,0.19
7/16/1987,311,312.83,310.42,312.7,0.007763675,-0.005436521,#N/A N/A,16.06,1.89
7/17/1987,312.71,314.59,312.38,314.59,0.007074717,-0.005976032,#N/A N/A,16.06,0.33
7/20/1987,314.56,314.59,311.24,311.39,0.010763398,0.01018016,#N/A N/A,16.14,-0.27
7/21/1987,311.36,312.41,307.51,308.55,0.015934441,0.009107114,#N/A N/A,16.27,0.97
7/22/1987,308.56,309.12,307.22,308.47,0.006184493,0.000291763,#N/A N/A,15.48,-0.95
7/23/1987,308.5,309.63,306.1,307.81,0.011532179,0.002241643,#N/A N/A,15.52,-0.28
7/24/1987,307.82,309.28,307.78,309.27,0.004873611,-0.00468846,#N/A N/A,15.51,0.11
7/27/1987,309.3,310.7,308.61,310.65,0.006772302,-0.004345727,#N/A N/A,14.97,0.11
7/28/1987,310.65,312.33,310.28,312.33,0.006606936,-0.005378926,#N/A N/A,14.74,0.33
7/29/1987,312.34,315.65,311.73,315.65,0.012574985,-0.010486298,#N/A N/A,15.11,-1.06
7/30/1987,315.69,318.53,315.65,318.05,0.00912403,-0.007420217,#N/A N/A,16.44,-2.07
7/31/1987,318.05,318.85,317.56,318.66,0.004062224,-0.001914266,#N/A N/A,16.4,-0.15
8/3/1987,318.62,320.26,316.52,317.57,0.011815999,0.003306358,#N/A N/A,15.87,-0.16
8/4/1987,317.59,318.25,314.51,316.23,0.011891514,0.004300667,#N/A N/A,16.11,1.25
8/5/1987,316.25,319.74,316.23,318.45,0.011099516,-0.006908463,#N/A N/A,16.1,-0.21
8/6/1987,318.49,322.09,317.5,322.09,0.014456693,-0.011177,#N/A N/A,15.83,-0.49
8/7/1987,322.1,324.15,321.82,323,0.007240072,-0.002786378,#N/A N/A,15.74,0.44
8/10/1987,322.98,328,322.95,328,0.015637096,-0.015304878,#N/A N/A,15.77,0.3
8/11/1987,328.02,333.4,328,333.33,0.016463415,-0.015930159,#N/A N/A,15.01,-0.11
8/12/1987,333.32,334.57,331.06,332.39,0.010602308,0.002797918,#N/A N/A,15.07,-0.49
8/13/1987,332.38,335.52,332.38,334.65,0.009447018,-0.006783206,#N/A N/A,14.49,0.48
8/14/1987,334.63,336.08,332.99,333.99,0.009279558,0.001916225,#N/A N/A,14.17,-1.31
8/17/1987,333.98,335.43,332.88,334.11,0.007660418,-0.000389093,#N/A N/A,14.37,-0.71
8/18/1987,334.1,334.11,326.43,329.25,0.023527249,0.014730448,#N/A N/A,12.89,0.19
8/19/1987,329.26,329.89,326.54,329.83,0.01025908,-0.001728163,#N/A N/A,13.42,1.25
8/20/1987,331.49,335.19,329.83,334.84,0.016250796,-0.010004778,#N/A N/A,13,-0.28
8/21/1987,334.85,336.37,334.3,335.9,0.006192043,-0.00312593,#N/A N/A,14.26,1.98
8/24/1987,335.89,335.9,331.92,333.33,0.011990841,0.007680077,#N/A N/A,14.25,0.51
8/25/1987,333.37,337.89,333.33,336.77,0.013680137,-0.010095911,#N/A N/A,14.8,1.41
8/26/1987,336.77,337.39,334.46,334.57,0.00876039,0.006575605,#N/A N/A,13.92,0.77
8/27/1987,334.56,334.57,331.1,331.38,0.010480217,0.009596234,#N/A N/A,13.97,0.55
8/28/1987,331.37,331.38,327.03,327.04,0.013301532,0.013239971,#N/A N/A,13.97,-0.25
8/31/1987,327.03,330.09,326.99,329.8,0.009480412,-0.00839903,#N/A N/A,14,-0.93
9/1/1987,329.81,332.18,322.83,323.4,0.028962612,0.019820656,#N/A N/A,13.69,0.19
9/2/1987,323.4,324.53,318.76,321.68,0.018101393,0.005346929,#N/A N/A,13.81,-0.64
9/3/1987,321.47,324.29,317.39,320.21,0.021739815,0.003934918,#N/A N/A,13.95,0.7
9/4/1987,320.21,322.03,316.53,316.7,0.01737592,0.011083044,#N/A N/A,13.95,0.01
9/8/1987,316.68,316.7,308.56,313.56,0.026380607,0.009950249,#N/A N/A,15.65,-2.32
9/9/1987,313.6,315.41,312.29,313.92,0.009990714,-0.001019368,#N/A N/A,15.34,-0.16
9/10/1987,313.92,317.59,313.92,317.13,0.011690877,-0.010122032,#N/A N/A,14.02,0.65
9/11/1987,317.14,322.45,317.13,321.98,0.016775455,-0.01503199,#N/A N/A,14,0.15
9/14/1987,322.02,323.81,320.4,323.08,0.010642946,-0.003280921,#N/A N/A,14.82,1.76
9/15/1987,323.07,323.08,317.63,317.74,0.017158329,0.016774721,#N/A N/A,14.43,0.16
9/16/1987,317.75,319.5,314.61,314.86,0.015543053,0.009178683,#N/A N/A,14.62,-0.72
9/17/1987,314.94,316.08,313.45,314.93,0.008390493,3.18E-05,#N/A N/A,14.51,0.26
9/18/1987,314.98,316.99,314.86,314.86,0.006764911,0.000381122,#N/A N/A,14.56,-0.38
9/21/1987,314.92,317.66,310.12,310.54,0.024313169,0.014104463,#N/A N/A,15.09,1.44
9/22/1987,310.54,319.51,308.69,319.5,0.035051346,-0.028043818,#N/A N/A,15.41,-0.94
9/23/1987,319.49,321.83,319.12,321.19,0.008492103,-0.005292817,#N/A N/A,15.4,0.72
9/24/1987,321.09,322.01,319.12,319.72,0.009056154,0.004284999,#N/A N/A,15.48,0.77
9/25/1987,319.72,320.55,318.1,320.16,0.007701981,-0.001374313,#N/A N/A,14.81,-0.08
9/28/1987,320.16,325.33,320.16,323.2,0.016148176,-0.009405941,#N/A N/A,14.54,0.35
9/29/1987,323.2,324.63,320.27,321.69,0.013613514,0.00469396,#N/A N/A,14.56,0.5
9/30/1987,321.69,322.53,320.16,321.83,0.007402549,-0.000435012,#N/A N/A,14.25,0.48
10/1/1987,321.83,327.34,321.83,327.33,0.01712084,-0.016802615,#N/A N/A,14.17,0.26
10/2/1987,327.33,328.94,327.22,328.07,0.005256402,-0.002255616,#N/A N/A,13.22,-0.36
10/5/1987,328.07,328.57,326.09,328.08,0.007605262,-3.05E-05,#N/A N/A,16.43,-3.07
10/6/1987,328.08,328.08,319.17,319.22,0.027916158,0.027755153,#N/A N/A,16.16,-1.01
10/7/1987,319.22,319.39,315.78,318.54,0.01143201,0.00213474,#N/A N/A,16.05,0.51
10/8/1987,318.54,319.34,312.02,314.16,0.023460035,0.01394194,#N/A N/A,15.95,0.08
10/9/1987,314.16,315.04,310.97,311.07,0.013088079,0.009933455,#N/A N/A,15.96,-0.33
10/12/1987,311.07,311.07,306.76,309.39,0.014050072,0.00543004,#N/A N/A,16.51,-1.7
10/13/1987,309.39,314.53,309.39,314.52,0.016613336,-0.016310568,#N/A N/A,17.32,-1.87
10/14/1987,314.52,314.52,304.78,305.23,0.031957478,0.030436065,#N/A N/A,17.4,0.58
10/15/1987,305.21,305.23,298.07,298.08,0.024021203,0.023919753,#N/A N/A,17.3,0.45
10/16/1987,298.08,298.92,281.52,282.7,0.061807332,0.054403962,#N/A N/A,17.32,0.12
10/19/1987,282.7,282.7,224.83,224.84,0.257394476,0.257338552,#N/A N/A,15.89,-0.05
10/20/1987,225.06,245.62,216.46,236.83,0.134713111,-0.049698096,#N/A N/A,16.1,0.82
10/21/1987,236.83,259.26,236.83,258.38,0.094709285,-0.083404288,#N/A N/A,15.98,0.21
10/22/1987,258.24,258.58,242.99,248.25,0.064159019,0.040241692,#N/A N/A,15.99,-0.3
10/23/1987,248.29,250.7,242.76,248.22,0.032707201,0.000282008,#N/A N/A,15.33,0.95
10/26/1987,248.2,248.22,227.26,227.67,0.092229165,0.090174375,#N/A N/A,16.12,-1.75
10/27/1987,227.67,237.81,227.67,233.19,0.044538147,-0.023671684,#N/A N/A,16.09,-0.62
10/28/1987,233.19,238.58,226.29,233.28,0.05431084,-0.000385802,#N/A N/A,16.33,0.87
10/29/1987,233.31,246.69,233.28,244.77,0.057484568,-0.046819463,#N/A N/A,16.31,-0.2
10/30/1987,244.77,254.04,244.77,251.79,0.037872288,-0.027880377,#N/A N/A,15.62,-0.51
11/2/1987,251.73,255.75,249.15,255.75,0.026490066,-0.015718475,#N/A N/A,15.55,0.46
11/3/1987,255.75,255.75,242.78,250.82,0.053422852,0.01965553,#N/A N/A,15.43,0.44
11/4/1987,250.81,251,246.34,248.96,0.018916944,0.007430913,#N/A N/A,15.18,-0.08
11/5/1987,248.93,256.09,247.72,254.48,0.033788148,-0.02180918,#N/A N/A,15.19,0.08
11/6/1987,254.49,257.21,249.68,250.41,0.030158603,0.016293279,#N/A N/A,15.11,-0.07
11/9/1987,250.41,250.41,243.01,243.17,0.030451422,0.02977341,#N/A N/A,15.91,1.6
11/10/1987,243.14,243.17,237.64,239,0.023270493,0.017322176,#N/A N/A,16.24,1.11
11/11/1987,239.01,243.86,239,241.9,0.020334728,-0.011947086,#N/A N/A,16.52,0.96
11/12/1987,241.93,249.9,241.9,248.52,0.033071517,-0.026516981,#N/A N/A,16.53,0.24
11/13/1987,248.54,249.42,245.64,245.64,0.015388373,0.011805895,#N/A N/A,13.6,0.37
11/16/1987,245.69,249.54,244.98,246.76,0.018613764,-0.004336197,#N/A N/A,13.2,0.09
